Head,Relation,Tail,Head_Name,Tail_Name
I59728243,UNCERTAIN,C0032285,Image_I59728243,pneumonia (diagnosis)
I59728243,POSITIVE,C0032285,Image_I59728243,pneumonia (diagnosis)
I59728243,POSITIVE,C0221690,Image_I59728243,Syndesmophyte (disorder)
I59728243,POSITIVE,C0205292,Image_I59728243,Multifocal (qualifier value)
I55309167,POSITIVE,C3204189,Image_I55309167,Nasoduodenal feeding tube (physical object)
I55309167,POSITIVE,C0521367,Image_I55309167,oral pharynx
I55309167,POSITIVE,C3842377,Image_I55309167,Chest radiograph
I55309167,POSITIVE,C0159658,Image_I55309167,fracture of clavicle (diagnosis)
I55309167,UNCERTAIN,C0556030,Image_I55309167,Repositioned
I55309167,POSITIVE,C0225754,Image_I55309167,Both lungs (body structure)
I52119968,POSITIVE,C0748120,Image_I52119968,interstitial pulmonary edema
I52119968,POSITIVE,C0929193,Image_I52119968,right hemidiaphragm
I52119968,POSITIVE,C0017124,Image_I52119968,gastric balloon (treatment)
I52119968,POSITIVE,C0225730,Image_I52119968,Left lung structure
I52119968,POSITIVE,C0747635,Image_I52119968,bilateral pleural effusion (diagnosis)
I52119968,POSITIVE,C1969292,Image_I52119968,Thoracic aorta calcification
I51649509,UNCERTAIN,C0025066,Image_I51649509,Mediastinal (qualifier value)
I51649509,POSITIVE,C0004144,Image_I51649509,Collapse of lung (disorder)
I58163658,POSITIVE,C0040578,Image_I58163658,Trachea/Tracheal
I58163658,POSITIVE,C1261074,Image_I58163658,Lobus superior pulmonis dextri
I58163658,POSITIVE,C1261075,Image_I58163658,Lobus inferior pulmonis dextri
I58163658,POSITIVE,C1261077,Image_I58163658,Lobus inferior pulmonis sinistri
I58163658,POSITIVE,C0032285,Image_I58163658,pneumonia (diagnosis)
I58163658,POSITIVE,C0004623,Image_I58163658,bacterial infection (diagnosis)
I58163658,POSITIVE,C0392014,Image_I58163658,tracheal deviation (physical finding)
I54078428,UNCERTAIN,C0018800,Image_I54078428,cardiomegaly (diagnosis)
I54078428,POSITIVE,C0011164,Image_I54078428,Tissue Degeneration
I54078428,POSITIVE,C0444532,Image_I54078428,Right sided (qualifier value)
I54078428,POSITIVE,C4049863,Image_I54078428,Impression
I54078428,UNCERTAIN,C0205082,Image_I54078428,gravi
I54672405,NEGATIVE,C1253943,Image_I54672405,fluid in the chest
I58730971,POSITIVE,C4049863,Image_I58730971,Impression
I58730971,POSITIVE,C0032227,Image_I58730971,pleural effusion (diagnosis)
I58730971,POSITIVE,C0444532,Image_I58730971,Right sided (qualifier value)
I58730971,POSITIVE,C0744689,Image_I58730971,dimension heart
I58730971,POSITIVE,C0332516,Image_I58730971,Symmetry (qualifier value)
I58730971,POSITIVE,C0205111,Image_I58730971,Apical (qualifier value)
I58730971,POSITIVE,C0205400,Image_I58730971,Thickened (qualifier value)
I52424775,POSITIVE,C0031139,Image_I52424775,peritoneal dialysis (treatment)
I52424775,POSITIVE,C0018188,Image_I52424775,Granuloma (morphologic abnormality)
I52424775,POSITIVE,C0006267,Image_I52424775,bronchiectasis (diagnosis)
I52424775,POSITIVE,C0008767,Image_I52424775,Scarring (morphologic abnormality)
I52424775,POSITIVE,C0032320,Image_I52424775,Pneumoperitoneum (disorder)
I52424775,UNCERTAIN,C0198632,Image_I52424775,Injection of air into peritoneal cavity (procedure)
I55040067,POSITIVE,C3494893,Image_I55040067,Dextroscoliosis (disorder)
I55040067,POSITIVE,C1293130,Image_I55040067,Stabilization (procedure)
I55040067,UNCERTAIN,C0025066,Image_I55040067,Mediastinal (qualifier value)
I55040067,UNCERTAIN,C0205082,Image_I55040067,gravi
I53651274,UNCERTAIN,C0235896,Image_I53651274,lung; infiltrate
I53651274,POSITIVE,C0232370,Image_I53651274,plethora (physical finding)
I53651274,POSITIVE,C0519097,Image_I53651274,aneurysm of left ventricle
I52657997,UNCERTAIN,C4049863,Image_I52657997,Impression
I52657997,UNCERTAIN,C1443270,Image_I52657997,Thoraco-lumbar spine
I52657997,UNCERTAIN,C2828389,Image_I52657997,Excluded
I54871921,NEGATIVE,C0231953,Image_I54871921,Lung volume (function)
I54871921,POSITIVE,C0008767,Image_I54871921,Scarring (morphologic abnormality)
I54871921,POSITIVE,C2004491,Image_I54871921,scar (physical finding)
I54871921,POSITIVE,C0332516,Image_I54871921,Symmetry (qualifier value)
I54871921,POSITIVE,C1522718,Image_I54871921,Mediastinal
I54871921,POSITIVE,C0025066,Image_I54871921,Mediastinal (qualifier value)
I51147673,POSITIVE,C4049863,Image_I51147673,Impression
I51147673,POSITIVE,C0333042,Image_I51147673,Malposition (morphologic abnormality)
I51147673,POSITIVE,C0014876,Image_I51147673,Structure of esophagus
I51147673,POSITIVE,C1880179,Image_I51147673,Convolution
I51147673,POSITIVE,C0225740,Image_I51147673,Left pulmonary lingula
I51147673,POSITIVE,C0521530,Image_I51147673,Lung consolidation (disorder)
I51147673,POSITIVE,C1261075,Image_I51147673,Lobus inferior pulmonis dextri
I51147673,POSITIVE,C0032285,Image_I51147673,pneumonia (diagnosis)
I51147673,UNCERTAIN,C2317432,Image_I51147673,Effusion
I51147673,UNCERTAIN,C4019039,Image_I51147673,Intestinal obstruction co-occurrent and due to decreased peristalsis (disorder)
I51147673,UNCERTAIN,C1258215,Image_I51147673,"bowel obstruction causing colic, vomiting, and constipation"
I52039665,POSITIVE,C0444498,Image_I52039665,In situ (qualifier value)
I52039665,UNCERTAIN,C3489393,Image_I52039665,hiatal hernia (diagnosis)
I55320477,UNCERTAIN,C1707455,Image_I55320477,Compared
I55320477,POSITIVE,C0024109,Image_I55320477,"Structure of lungs, unspecified"
I55320477,POSITIVE,C0225703,Image_I55320477,Anatomical apex of lung
I55320477,POSITIVE,C0034067,Image_I55320477,Emphysema (lung)(pulmonary) NOS
I55320477,UNCERTAIN,C0332148,Image_I55320477,Probable diagnosis (contextual qualifier)
I53048175,POSITIVE,C0476171,Image_I53048175,Comminuted fracture (morphologic abnormality)
I53048175,POSITIVE,C1145640,Image_I53048175,CVP (central venous pressure) line
I53048175,NEGATIVE,C1253943,Image_I53048175,fluid in the chest
I53048175,POSITIVE,C1261074,Image_I53048175,Lobus superior pulmonis dextri
I57917573,POSITIVE,C0085678,Image_I57917573,nasogastric tubing
I57917573,NEGATIVE,C1253943,Image_I57917573,fluid in the chest
I57917573,POSITIVE,C4697734,Image_I57917573,Dilated loops
I57917573,POSITIVE,C0021852,Image_I57917573,"Gastrointestinal Tract, Small Intestine"
I53770134,POSITIVE,C0032227,Image_I53770134,pleural effusion (diagnosis)
I53770134,UNCERTAIN,C1258215,Image_I53770134,"bowel obstruction causing colic, vomiting, and constipation"
I53770134,UNCERTAIN,C0028778,Image_I53770134,Obstruction (morphologic abnormality)
I53770134,POSITIVE,C0021851,Image_I53770134,Large intestinal structure (body structure)
I54986906,POSITIVE,C0516868,Image_I54986906,normal heart size
I54986906,POSITIVE,C0225947,Image_I54986906,Fibrous ring of mitral valve
I54986906,POSITIVE,C0032227,Image_I54986906,pleural effusion (diagnosis)
I50731274,POSITIVE,C0222762,Image_I50731274,Cavea thoracis
I50731274,POSITIVE,C2827491,Image_I50731274,Radiolucency
I50731274,POSITIVE,C2223264,Image_I50731274,left simple mastectomy
I50731274,POSITIVE,C0333076,Image_I50731274,Tortuosity (morphologic abnormality)
I50731274,POSITIVE,C1522460,Image_I50731274,Aorta thoracica
I53432579,POSITIVE,C0016542,Image_I53432579,Foreign Body In Patient
I53432579,POSITIVE,C0014876,Image_I53432579,Structure of esophagus
I53432579,POSITIVE,C0230137,Image_I53432579,Structure of thoracic inlet (body structure)
I53432579,POSITIVE,C0018787,Image_I53432579,"Structure of heart, unspecified"
I53432579,POSITIVE,C0025066,Image_I53432579,Mediastinal (qualifier value)
I53432579,NEGATIVE,C1253943,Image_I53432579,fluid in the chest
I53432579,NEGATIVE,C4520924,Image_I53432579,Osseous
I53432579,NEGATIVE,C0262950,Image_I53432579,Bone structure (body structure)
I53432579,UNCERTAIN,C0332148,Image_I53432579,Probable diagnosis (contextual qualifier)
I53432579,UNCERTAIN,C0339897,Image_I53432579,transjugular intrahepatic portosystemic shunt (treatment)
I58351852,UNCERTAIN,C0175730,Image_I58351852,Tube Device
I58351852,UNCERTAIN,C3879649,Image_I58351852,Mediastinal drain (physical object)
I58351852,POSITIVE,C0018825,Image_I58351852,artificial heart valves
I58351852,POSITIVE,C0005978,Image_I58351852,"Bone wire, device"
I58351852,POSITIVE,C0004144,Image_I58351852,Collapse of lung (disorder)
I56549537,POSITIVE,C0004144,Image_I56549537,Collapse of lung (disorder)
I56549537,NEGATIVE,C1253943,Image_I56549537,fluid in the chest
I56549537,UNCERTAIN,C0003956,Image_I56549537,Ascending aorta structure (body structure)
I57564929,UNCERTAIN,C0004144,Image_I57564929,Collapse of lung (disorder)
I58878160,UNCERTAIN,C3843354,Image_I58878160,Extremely difficult
I58878160,UNCERTAIN,C0347780,Image_I58878160,Fracture of thoracic spine (disorder)
I59093454,POSITIVE,C3887486,Image_I59093454,Interstitial fibrosis (morphologic abnormality)
I59093454,POSITIVE,C1335761,Image_I59093454,Reticular Pattern
I59093454,POSITIVE,C0524689,Image_I59093454,"Volume Reduction, Lung"
I54643369,POSITIVE,C0018800,Image_I54643369,cardiomegaly (diagnosis)
I54643369,UNCERTAIN,C0023175,Image_I54643369,Metallic Lead
I54643369,POSITIVE,C0225844,Image_I54643369,Right sided atrium (body structure)
I54643369,POSITIVE,C0225883,Image_I54643369,Ventriculus cordis dexter
I54643369,POSITIVE,C0008767,Image_I54643369,Scarring (morphologic abnormality)
I54643369,POSITIVE,C0333404,Image_I54643369,Calcified granuloma (morphologic abnormality)
I54643369,POSITIVE,C0006267,Image_I54643369,bronchiectasis (diagnosis)
I54643369,NEGATIVE,C1253943,Image_I54643369,fluid in the chest
I52406134,POSITIVE,C0521530,Image_I52406134,Lung consolidation (disorder)
I52406134,UNCERTAIN,C0034067,Image_I52406134,Emphysema (lung)(pulmonary) NOS
I52406134,POSITIVE,C0746277,Image_I52406134,LUNG RUL COLLAPSE
I52406134,POSITIVE,C0221725,Image_I52406134,Obstruction of bronchus (disorder)
I52406134,UNCERTAIN,C0027627,Image_I52406134,spreading of cancer (tumor)
I56255460,UNCERTAIN,C4049863,Image_I56255460,Impression
I56255460,UNCERTAIN,C1704258,Image_I56255460,ANOMALY
I56255460,UNCERTAIN,C0332148,Image_I56255460,Probable diagnosis (contextual qualifier)
I56255460,UNCERTAIN,C0038826,Image_I56255460,SUPERINFECT
I56255460,POSITIVE,C1689985,Image_I56255460,Absence
I51384806,POSITIVE,C4049863,Image_I51384806,Impression
I51384806,POSITIVE,C1145640,Image_I51384806,CVP (central venous pressure) line
I51384806,POSITIVE,C0333042,Image_I51384806,Malposition (morphologic abnormality)
I51384806,POSITIVE,C0226646,Image_I51384806,Venae mediastinales
I51384806,POSITIVE,C0851256,Image_I51384806,kinking of the aorta
I57044664,POSITIVE,C0205091,Image_I57044664,Left (qualifier value)
I57044664,POSITIVE,C0582124,Image_I57044664,nerve stimulator (treatment)
I57044664,POSITIVE,C0027530,Image_I57044664,Collum
I57044664,UNCERTAIN,C0004144,Image_I57044664,Collapse of lung (disorder)
I57044664,NEGATIVE,C1253943,Image_I57044664,fluid in the chest
I57044664,POSITIVE,C0264199,Image_I57044664,acquired deformity of clavicle (diagnosis)
I57044664,POSITIVE,C3263723,Image_I57044664,injury from an external force
I58588601,POSITIVE,C4049863,Image_I58588601,Impression
I58588601,POSITIVE,C0935314,Image_I58588601,Lower hemithorax
I58588601,NEGATIVE,C1253943,Image_I58588601,fluid in the chest
I58588601,POSITIVE,C4553091,Image_I58588601,Subcutaneous emphysema
I58588601,POSITIVE,C0264583,Image_I58588601,Elevated diaphragm (disorder)
I54182502,UNCERTAIN,C0175730,Image_I54182502,Tube Device
I54182502,POSITIVE,C0230177,Image_I54182502,Structure of right upper quadrant of abdomen (body structure)
I54182502,POSITIVE,C0447513,Image_I54182502,Gastroduodenal junction (body structure)
I54182502,POSITIVE,C0024109,Image_I54182502,"Structure of lungs, unspecified"
I59094173,POSITIVE,C0221198,Image_I59094173,Visible Lesion
I59094173,POSITIVE,C0024348,Image_I59094173,Tissue Lysis
I59094173,UNCERTAIN,C0026764,Image_I59094173,multiple myeloma (MM)
I50011597,POSITIVE,C0340030,Image_I50011597,pleura; plaques
I50011597,POSITIVE,C0011164,Image_I50011597,Tissue Degeneration
I50011597,POSITIVE,C0521163,Image_I50011597,Convex
I50011597,UNCERTAIN,C1879982,Image_I50011597,Calcified Material
I50011597,NEGATIVE,C0032227,Image_I50011597,pleural effusion (diagnosis)
I59986985,NEGATIVE,C0041260,Image_I59986985,EC 1.13.11.11
I59986985,UNCERTAIN,C0521158,Image_I59986985,Recurrent Neoplasm
I59986985,POSITIVE,C0034067,Image_I59986985,Emphysema (lung)(pulmonary) NOS
I59986985,POSITIVE,C0428791,Image_I59986985,calcific aortic stenosis (diagnosis)
I53903009,POSITIVE,C0334150,Image_I53903009,Surgical scar (disorder)
I53903009,POSITIVE,C0264542,Image_I53903009,Adhesion of pleura (disorder)
I54592591,POSITIVE,C1403670,Image_I54592591,MEDIASTINAL DISPLACEMENT
I54592591,POSITIVE,C0342208,Image_I54592591,the thyroid had multiple nodules
I54592591,NEGATIVE,C1253943,Image_I54592591,fluid in the chest
I54592591,POSITIVE,C0186623,Image_I54592591,Prosthetic arthroplasty of the shoulder (procedure)
I53026082,POSITIVE,C0032227,Image_I53026082,pleural effusion (diagnosis)
I53026082,POSITIVE,C0004144,Image_I53026082,Collapse of lung (disorder)
I53026082,UNCERTAIN,C0746459,Image_I53026082,Widened mediastinum (finding)
I53026082,POSITIVE,C0008767,Image_I53026082,Scarring (morphologic abnormality)
I53026082,POSITIVE,C0333076,Image_I53026082,Tortuosity (morphologic abnormality)
I53026082,POSITIVE,C1522460,Image_I53026082,Aorta thoracica
I50312171,NEGATIVE,C0747635,Image_I50312171,bilateral pleural effusion (diagnosis)
I50312171,NEGATIVE,C1261077,Image_I50312171,Lobus inferior pulmonis sinistri
I50312171,UNCERTAIN,C0004144,Image_I50312171,Collapse of lung (disorder)
I50312171,UNCERTAIN,C1561517,Image_I50312171,Lingula
I50312171,UNCERTAIN,C0225811,Image_I50312171,Structure of apex of heart (body structure)
I50312171,POSITIVE,C0024117,Image_I50312171,Chronic obstructive bronchopneumopathy
I53976623,POSITIVE,C0231953,Image_I53976623,Lung volume (function)
I53976623,UNCERTAIN,C1517030,Image_I53976623,extensive irradiation
I53976623,NEGATIVE,C0005847,Image_I53976623,Vascular structure (body structure)
I53976623,NEGATIVE,C1551345,Image_I53976623,inpatient acute
I53907313,POSITIVE,C0004144,Image_I53907313,Collapse of lung (disorder)
I53907313,POSITIVE,C1969291,Image_I53907313,Aortic arch calcification
I50373057,POSITIVE,C0018800,Image_I50373057,cardiomegaly (diagnosis)
I50373057,POSITIVE,C0741171,Image_I50373057,tortuous aorta
I50373057,POSITIVE,C0004144,Image_I50373057,Collapse of lung (disorder)
I50373057,POSITIVE,C2921179,Image_I50373057,Reverse total shoulder replacement
I58046117,POSITIVE,C0018787,Image_I58046117,"Structure of heart, unspecified"
I58046117,NEGATIVE,C0005847,Image_I58046117,Vascular structure (body structure)
I58046117,NEGATIVE,C1253943,Image_I58046117,fluid in the chest
I58046117,POSITIVE,C0582124,Image_I58046117,nerve stimulator (treatment)
I58046117,POSITIVE,C0150595,Image_I58046117,"Gastrostomy tube, device"
I58046117,UNCERTAIN,C0740844,Image_I58046117,air fluid levels
I58403913,UNCERTAIN,C0222600,Image_I58403913,Right breast structure
I58403913,UNCERTAIN,C0225317,Image_I58403913,Soft tissue NOS (navigational concept)
I58403913,POSITIVE,C0024109,Image_I58403913,"Structure of lungs, unspecified"
I50917330,UNCERTAIN,C1328799,Image_I50917330,Deep breathing (finding)
I50917330,UNCERTAIN,C0332514,Image_I50917330,Asymmetry (qualifier value)
I50917330,UNCERTAIN,C0205090,Image_I50917330,dextros
I50917330,UNCERTAIN,C0521530,Image_I50917330,Lung consolidation (disorder)
I50917330,POSITIVE,C0159658,Image_I50917330,fracture of clavicle (diagnosis)
I56598185,NEGATIVE,C0189477,Image_I56598185,Pleural aspiration (procedure)
I56598185,POSITIVE,C0008034,Image_I56598185,Chest drain (physical object)
I53607277,POSITIVE,C0153676,Image_I53607277,metastasis of malignant neoplasm to lung
I53607277,UNCERTAIN,C0018787,Image_I53607277,"Structure of heart, unspecified"
I53607277,NEGATIVE,C1253943,Image_I53607277,fluid in the chest
I53607277,POSITIVE,C4522138,Image_I53607277,Migration
I52390752,POSITIVE,C3495140,Image_I52390752,TIVAS
I52390752,POSITIVE,C0046056,Image_I52390752,2-Deoxy-2-(18F)Fluoro-D-Glucose
I52390752,POSITIVE,C0221198,Image_I52390752,Visible Lesion
I52390752,NEGATIVE,C1253943,Image_I52390752,fluid in the chest
I52390752,NEGATIVE,C1717255,Image_I52390752,Edema:Find:Pt:^Patient:Ord
I52390752,POSITIVE,C1522460,Image_I52390752,Aorta thoracica
I52390752,POSITIVE,C4068863,Image_I52390752,Tortuous
I52390752,NEGATIVE,C0262950,Image_I52390752,Bone structure (body structure)
I55483243,POSITIVE,C4049863,Image_I55483243,Impression
I55483243,POSITIVE,C0264545,Image_I55483243,Thickening of pleura (disorder)
I55483243,POSITIVE,C0039980,Image_I55483243,Injuries to the thorax (S20-S29)
I55483243,POSITIVE,C0018800,Image_I55483243,cardiomegaly (diagnosis)
I55335076,POSITIVE,C0577559,Image_I55335076,Lump (finding)
I55335076,POSITIVE,C0747635,Image_I55335076,bilateral pleural effusion (diagnosis)
I55335076,UNCERTAIN,C4727091,Image_I55335076,Obscured
I55335076,POSITIVE,C0577573,Image_I55335076,Mass of body region (finding)
I55335076,POSITIVE,C0024485,Image_I55335076,magnetic resonance imaging service (procedure)
I51459931,UNCERTAIN,C0225758,Image_I51459931,Lobus inferior pulmonis
I51459931,UNCERTAIN,C0221757,Image_I51459931,A1AD
I51459931,UNCERTAIN,C0034067,Image_I51459931,Emphysema (lung)(pulmonary) NOS
I51459931,UNCERTAIN,C0037993,Image_I51459931,Lien
I51459931,UNCERTAIN,C0003962,Image_I51459931,ascites was discovered
I51118416,UNCERTAIN,C1510420,Image_I51118416,Cavity (morphologic abnormality)
I51118416,UNCERTAIN,C0007121,Image_I51118416,CARCINOMA BRONCHIOGENIC
I51118416,UNCERTAIN,C0041296,Image_I51118416,Tuberculosis (A15-A19)
I51118416,NEGATIVE,C1253943,Image_I51118416,fluid in the chest
I51118416,POSITIVE,C0024117,Image_I51118416,Chronic obstructive bronchopneumopathy
I59325789,POSITIVE,C0332509,Image_I59325789,Augmentation of size
I59325789,POSITIVE,C0746277,Image_I59325789,LUNG RUL COLLAPSE
I54261692,POSITIVE,C4049863,Image_I54261692,Impression
I54261692,UNCERTAIN,C0007430,Image_I54261692,CATH
I54261692,UNCERTAIN,C1880179,Image_I54261692,Convolution
I54261692,UNCERTAIN,C3714551,Image_I54261692,Stomach structure (body structure)
I54261692,POSITIVE,C1306645,Image_I54261692,Plain radiography
I57739317,POSITIVE,C0021853,Image_I57739317,Structure of intestine
I57739317,POSITIVE,C0227230,Image_I57739317,Corpus gastricum
I52551970,POSITIVE,C4049863,Image_I52551970,Impression
I52551970,POSITIVE,C1881601,Image_I52551970,Malposition of device
I52551970,POSITIVE,C0014876,Image_I52551970,Structure of esophagus
I52551970,POSITIVE,C1442216,Image_I52551970,Bronchial
I50836710,UNCERTAIN,C0929193,Image_I50836710,right hemidiaphragm
I50836710,POSITIVE,C0038917,Image_I50836710,"Surgical clip, device"
I50836710,POSITIVE,C0008767,Image_I50836710,Scarring (morphologic abnormality)
I50836710,NEGATIVE,C1253943,Image_I50836710,fluid in the chest
I50836710,POSITIVE,C0264199,Image_I50836710,acquired deformity of clavicle (diagnosis)
I50836710,POSITIVE,C4049863,Image_I50836710,Impression
I50836710,UNCERTAIN,C0743626,Image_I50836710,unknown etiology
I50836710,POSITIVE,C0221430,Image_I50836710,Acquired deformity NOS (disorder)
I57801446,POSITIVE,C0039985,Image_I57801446,x-ray of chest (procedure)
I57801446,POSITIVE,C0023928,Image_I57801446,Lobectomy (procedure)
I57801446,POSITIVE,C5139173,Image_I57801446,Apical pleural thickening
I57801446,POSITIVE,C0747639,Image_I57801446,Loculated pleural effusion (disorder)
I57801446,POSITIVE,C0004144,Image_I57801446,Collapse of lung (disorder)
I57801446,NEGATIVE,C4521541,Image_I57801446,Process
I57801446,POSITIVE,C0264545,Image_I57801446,Thickening of pleura (disorder)
I50402801,UNCERTAIN,C4531104,Image_I50402801,Pulmonary opacity
I50402801,UNCERTAIN,C0018418,Image_I50402801,Gynecomastia (disorder)
I50402801,UNCERTAIN,C0032285,Image_I50402801,pneumonia (diagnosis)
I50402801,UNCERTAIN,C0575507,Image_I50402801,Deformity of rib (disorder)
I51754822,POSITIVE,C0034063,Image_I51754822,pulmonary edema (diagnosis)
I51754822,POSITIVE,C0018800,Image_I51754822,cardiomegaly (diagnosis)
I51754822,POSITIVE,C0032227,Image_I51754822,pleural effusion (diagnosis)
I51754822,POSITIVE,C0225707,Image_I51754822,Right pulmonary viewed anatomically apex
I51754822,POSITIVE,C0186623,Image_I51754822,Prosthetic arthroplasty of the shoulder (procedure)
I51754822,UNCERTAIN,C0205111,Image_I51754822,Apical (qualifier value)
I55614632,POSITIVE,C5139173,Image_I55614632,Apical pleural thickening
I55614632,POSITIVE,C0008767,Image_I55614632,Scarring (morphologic abnormality)
I55614632,POSITIVE,C0017110,Image_I55614632,Gaseous substance (substance)
I55614632,POSITIVE,C0700124,Image_I55614632,Ectatic (qualifier value)
I55614632,POSITIVE,C1446298,Image_I55614632,Colonic loop structure
I57528350,POSITIVE,C0929193,Image_I57528350,right hemidiaphragm
I57528350,POSITIVE,C0231953,Image_I57528350,Lung volume (function)
I57528350,POSITIVE,C0929194,Image_I57528350,left hemidiaphragm
I57528350,POSITIVE,C0040433,Image_I57528350,Overcrowded teeth
I57528350,POSITIVE,C0023884,Image_I57528350,"Gastrointestinal Tract, Liver"
I57528350,POSITIVE,C4025003,Image_I57528350,Aortic tortuosity
I57528350,POSITIVE,C0042241,Image_I57528350,"Pessaries, Occlusive"
I57528350,POSITIVE,C0225706,Image_I57528350,Right lung structure
I55626752,POSITIVE,C0340030,Image_I55626752,pleura; plaques
I55626752,POSITIVE,C0011164,Image_I55626752,Tissue Degeneration
I55626752,POSITIVE,C0263870,Image_I55626752,Disc space narrowing (finding)
I55626752,POSITIVE,C1842152,Image_I55626752,Anterior osteophytes
I52454723,UNCERTAIN,C3282907,Image_I52454723,nasogastric
I52454723,UNCERTAIN,C0004144,Image_I52454723,Collapse of lung (disorder)
I52454723,POSITIVE,C2242558,Image_I52454723,Calcified structure (morphologic abnormality)
I52454723,POSITIVE,C0006663,Image_I52454723,macrocalcification
I50205123,POSITIVE,C0264361,Image_I50205123,Traction bronchiectasis (disorder)
I50205123,UNCERTAIN,C0032227,Image_I50205123,pleural effusion (diagnosis)
I50205123,UNCERTAIN,C0004144,Image_I50205123,Collapse of lung (disorder)
I50205123,POSITIVE,C0040433,Image_I50205123,Overcrowded teeth
I50205123,POSITIVE,C0264526,Image_I50205123,Chronic fibrosis of lung (disorder)
I50205123,UNCERTAIN,C3714514,Image_I50205123,Infection (disorder)
I50205123,UNCERTAIN,C0700198,Image_I50205123,lung aspiration
I52282612,UNCERTAIN,C4049863,Image_I52282612,Impression
I52282612,NEGATIVE,C0034063,Image_I52282612,pulmonary edema (diagnosis)
I52282612,UNCERTAIN,C0264545,Image_I52282612,Thickening of pleura (disorder)
I52282612,UNCERTAIN,C1518345,Image_I52282612,Nodular Lesion
I52282612,UNCERTAIN,C0580663,Image_I52282612,Tomography - chest (procedure)
I52901287,POSITIVE,C1261074,Image_I52901287,Lobus superior pulmonis dextri
I52901287,UNCERTAIN,C0929177,Image_I52901287,right hilum
I52901287,POSITIVE,C0032227,Image_I52901287,pleural effusion (diagnosis)
I52901287,UNCERTAIN,C0032285,Image_I52901287,pneumonia (diagnosis)
I52901287,UNCERTAIN,C1458156,Image_I52901287,Recurrent Malignant Tumor
I52901287,UNCERTAIN,C0340643,Image_I52901287,dissection of aorta (diagnosis)
I54779363,POSITIVE,C0186662,Image_I54779363,shoulder arthroplasty (treatment)
I54779363,POSITIVE,C5202633,Image_I54779363,Normal
I56893265,POSITIVE,C4049863,Image_I56893265,Impression
I56893265,POSITIVE,C0008034,Image_I56893265,Chest drain (physical object)
I56893265,UNCERTAIN,C0489479,Image_I56893265,Comparison.study
I56893265,POSITIVE,C0004048,Image_I56893265,inspir
I56893265,POSITIVE,C0264495,Image_I56893265,Linear atelectasis (disorder)
I55801153,POSITIVE,C0018418,Image_I55801153,Gynecomastia (disorder)
I53382640,POSITIVE,C0332768,Image_I53382640,subluxation was seen
I53382640,NEGATIVE,C0332768,Image_I53382640,subluxation was seen
I50398144,NEGATIVE,C1253943,Image_I50398144,fluid in the chest
I50398144,UNCERTAIN,C0744689,Image_I50398144,dimension heart
I50398144,POSITIVE,C0336630,Image_I50398144,endotracheal tubing
I50398144,POSITIVE,C0085590,Image_I50398144,"Catheter, device (physical object)"
I50398144,POSITIVE,C0407260,Image_I50398144,procedure sternum wiring
I50398144,POSITIVE,C0175722,Image_I50398144,Clip (physical object)
I53014126,UNCERTAIN,C0034063,Image_I53014126,pulmonary edema (diagnosis)
I53014126,POSITIVE,C0034063,Image_I53014126,pulmonary edema (diagnosis)
I53014126,UNCERTAIN,C0749769,Image_I53014126,infection underlying
I53014126,UNCERTAIN,C0745283,Image_I53014126,Infectious process (qualifier value)
I53014126,NEGATIVE,C1253943,Image_I53014126,fluid in the chest
I56480068,NEGATIVE,C0034063,Image_I56480068,pulmonary edema (diagnosis)
I59273565,UNCERTAIN,C4049863,Image_I59273565,Impression
I59273565,POSITIVE,C0230147,Image_I59273565,Superior mediastinum structure
I59273565,POSITIVE,C0746459,Image_I59273565,Widened mediastinum (finding)
I59273565,UNCERTAIN,C0034063,Image_I59273565,pulmonary edema (diagnosis)
I50935325,POSITIVE,C4552777,Image_I50935325,Pleural effusion
I50935325,POSITIVE,C1842154,Image_I50935325,Vertebral body sclerosis
I50935325,POSITIVE,C0153690,Image_I50935325,Metastasis to bone (disorder)
I50935325,POSITIVE,C0027627,Image_I50935325,spreading of cancer (tumor)
I56577257,POSITIVE,C4049863,Image_I56577257,Impression
I56577257,POSITIVE,C1881601,Image_I56577257,Malposition of device
I56577257,POSITIVE,C1442216,Image_I56577257,Bronchial
I56577257,POSITIVE,C0038351,Image_I56577257,"Gastrointestinal Tract, Stomach"
I56577257,UNCERTAIN,C0004144,Image_I56577257,Collapse of lung (disorder)
I56770869,UNCERTAIN,C4049863,Image_I56770869,Impression
I56770869,POSITIVE,C0018800,Image_I56770869,cardiomegaly (diagnosis)
I56770869,UNCERTAIN,C1446336,Image_I56770869,multiple plaques (symptom)
I56770869,UNCERTAIN,C0032285,Image_I56770869,pneumonia (diagnosis)
I50753769,POSITIVE,C1167782,Image_I50753769,Lung Overinflation
I50753769,POSITIVE,C0231819,Image_I50753769,Air trapping (finding)
I50753769,POSITIVE,C0577703,Image_I50753769,Pleural scarring (finding)
I50753769,POSITIVE,C0032227,Image_I50753769,pleural effusion (diagnosis)
I50753769,POSITIVE,C0004144,Image_I50753769,Collapse of lung (disorder)
I58245254,POSITIVE,C0085678,Image_I58245254,nasogastric tubing
I58245254,POSITIVE,C1880179,Image_I58245254,Convolution
I58245254,POSITIVE,C0521367,Image_I58245254,oral pharynx
I58245254,POSITIVE,C0700221,Image_I58245254,Vascular line (physical object)
I58245254,UNCERTAIN,C0747635,Image_I58245254,bilateral pleural effusion (diagnosis)
